,auction_id,experiment,date,hour,device_make,platform_os,browser,yes,no
0,0336ce2b-c5cb-454a-b74f-450232223742,control,2020-07-03,15,Samsung SM-A105FN,6,Samsung Internet,0,1
1,06cf1733-06d1-4c7c-a429-2312177166a2,exposed,2020-07-09,20,Samsung SM-G950F,6,Samsung Internet,0,1
2,07a8e25b-4bca-494d-a6d1-b06c11ff5532,exposed,2020-07-07,3,Samsung SM-N960F,6,Samsung Internet,0,1
3,0d4b1f54-961d-4d15-bef9-7c53356e14ff,exposed,2020-07-09,0,Samsung SM-A705FN,6,Samsung Internet,0,1
4,0e16e590-ef21-4189-a518-3bb61e46b993,control,2020-07-03,15,Samsung SM-G973F,6,Samsung Internet,0,1
5,0e7b7167-079b-4c16-95bd-649fa51ced00,exposed,2020-07-09,6,Samsung SM-A505FN,6,Samsung Internet,1,0
6,0e98b506-4832-4988-9775-2d6f8bc49114,control,2020-07-03,15,Samsung SM-G960F,6,Samsung Internet,1,0
7,1199f67d-e16a-46a1-b1b4-01dcd120d728,control,2020-07-10,13,Samsung SM-G973F,6,Samsung Internet,1,0
8,13ab4507-8f56-4c5e-8fd3-a1d1602ab6a7,control,2020-07-10,2,Samsung SM-A520F,6,Samsung Internet,0,1
9,171ac6ca-d685-4ade-a7c7-f60a3895bf7d,control,2020-07-03,15,Samsung SM-J330FN,6,Samsung Internet,0,1
10,186ef415-5e35-4831-8459-320402da16a3,control,2020-07-03,15,Samsung SM-J330FN,6,Samsung Internet,1,0
11,1d87d3da-5564-4bd2-acd6-2ed2c51ef95c,control,2020-07-03,15,Samsung SM-A202F,6,Samsung Internet,0,1
12,1faec8ad-6d96-4915-bd9f-74ae5b21e19f,exposed,2020-07-08,7,Samsung SM-A920F,6,Samsung Internet,0,1
13,247775cc-ca04-427f-bc8a-2f8e0b8bd1e5,control,2020-07-04,15,Samsung SM-G930F,6,Samsung Internet,0,1
14,2533fe35-e355-4590-a21a-5c1152a92870,control,2020-07-04,3,Samsung SM-J530F,6,Samsung Internet,1,0
15,2577353b-861c-4dfb-83ec-bfb97e1ee64c,control,2020-07-03,15,Samsung SM-G975F,6,Samsung Internet,1,0
16,266ca28b-d046-44e1-8501-fe119cfcb5b7,exposed,2020-07-05,13,Samsung SM-G965F,6,Samsung Internet,1,0
17,2d36431f-43c6-439c-beee-9f281933a7b1,control,2020-07-09,15,Samsung SM-A320FL,6,Samsung Internet,0,1
18,2ed3be13-ed0e-4d36-88dd-12639db2c002,control,2020-07-03,15,Samsung SM-J415FN,6,Samsung Internet,0,1
19,2ee6f2a9-64ba-42dd-8d28-81f8d8f033ba,exposed,2020-07-10,11,Samsung $2,6,Samsung Internet,1,0
20,3032363c-cde6-44ee-8624-47ba90e363b5,control,2020-07-03,15,Samsung SM-G970F,6,Samsung Internet,0,1
21,3234d6c9-3283-4aef-bd53-8f9336d069c0,control,2020-07-03,15,Samsung SM-G935F,6,Samsung Internet,1,0
22,3921160f-6412-43fd-8ccf-6bb96630b2f5,exposed,2020-07-08,19,Samsung SM-G960F,6,Samsung Internet,1,0
23,3ba61e8e-99e0-46a8-b168-a7de44391ecc,control,2020-07-05,8,Samsung SM-G770F,6,Samsung Internet,0,1
24,3e33f885-d358-4738-aab9-78244052fc21,exposed,2020-07-06,3,Samsung SM-G970F,6,Samsung Internet,1,0
25,3e829ea4-de0b-4c91-80aa-5a9572975f75,exposed,2020-07-03,1,Samsung SM-J330FN,6,Samsung Internet,0,1
26,408d0f9a-51de-4603-aa29-278ddba29be8,exposed,2020-07-03,10,Samsung SM-G973F,6,Samsung Internet,0,1
27,424785d3-ba8a-4662-99ec-d645cf6a9f94,exposed,2020-07-09,6,Samsung SM-G960F,6,Samsung Internet,1,0
28,45e947eb-4da1-4233-9d59-312fa218bd50,exposed,2020-07-08,20,Samsung SM-J510FN,6,Samsung Internet,0,1
29,49cc73ea-cb7a-4fde-a5b4-a98a494cefee,exposed,2020-07-06,7,Samsung SM-G960F,6,Samsung Internet,0,1
30,4a251a62-7a4a-4247-8aa9-0a928ea50852,exposed,2020-07-04,16,Samsung SM-G935F,6,Samsung Internet,0,1
31,4caa5feb-42d1-4a56-a25b-d5c7c8e2e5da,exposed,2020-07-03,10,Samsung SM-J600FN,6,Samsung Internet,1,0
